Gene ID	pathway_id	Pathway	Activity	
PF3D7_0104800	palmito	Total palmitome of Plasmodium falciparum	novel putative transporter 1, NPT1	
PF3D7_0104800	phosph_treeck	Phosphoproteome - Treeck et al 2011	novel putative transporter 1, NPT1	
PF3D7_0104800	transporters	Genes coding for transport proteins	novel putative transporter 1, NPT1	
PF3D7_0104800	phospoprot	Phosphoproteome	novel putative transporter 1, NPT1	
PF3D7_0104800	phosph_Pease	Phosphoproteome - Pease et al 2013	novel putative transporter 1, NPT1	
PF3D7_0104800	phosph_Lasonder	Phosphoproteome - Lasonder et al 2011	novel putative transporter 1, NPT1	
PF3D7_0104900	snoRNA	Various features of C/D and H/ACA snoRNAs	RNase MRP	
PF3D7_0105200	mRNA_prot	mRNA-binding proteins in trophozoite and schizonts	heptatricopeptide repeat and rap domain-containing protein, putative	
PF3D7_0105300	MMS_transc	Methyl Methanesulfonate  - effect of drug on gene transcription	cyclase-associated protein	
PF3D7_0105300	actin	Actin and filaments	cyclase-associated protein	
PF3D7_0105600	gate_mRNA	Gene gating and mRNA export	conserved Plasmodium protein, unknown function	
PF3D7_0105700	lys_met	Peptides with confirmed methylated lysine residues	asparagine-rich antigen Pfa35-2	
PF3D7_0105700	phospoprot	Phosphoproteome	asparagine-rich antigen Pfa35-2	
PF3D7_0105700	phosph_Pease	Phosphoproteome - Pease et al 2013	asparagine-rich antigen Pfa35-2	
PF3D7_0105700	nucle_prote	Nuclear proteome	asparagine-rich antigen Pfa35-2	
PF3D7_0105700	phosph_treeck	Phosphoproteome - Treeck et al 2011	asparagine-rich antigen Pfa35-2	
PF3D7_0105700	gluth_prot	S-Glutathionylated proteins	asparagine-rich antigen Pfa35-2	
PF3D7_0105700	phosph_Collins	Phosphoproteome - Collins et al 2014	asparagine-rich antigen Pfa35-2	
PF3D7_0105700	Acet_prot	Lysine acetylated proteins	asparagine-rich antigen Pfa35-2	
PF3D7_0105900	ExcisionRepairTab	Genes involved in DNA repair	3'-5' exonuclease, putative	
PF3D7_0105900	DNArepair	DNA mismatch repair system	3'-5' exonuclease, putative	
PF3D7_0105900	crt_mdr_GEN	Genes whose expression is highly positively or negatively correlated with pfcrt or pfmdr1	3'-5' exonuclease, putative	
PF3D7_0105900	baseExcision	Base excision repair of AP sites	3'-5' exonuclease, putative	
PF3D7_0105900	chrom_remod	ATP-dependent chromatin remodeling complexes	3'-5' exonuclease, putative	
PF3D7_0106100	phosph_treeck	Phosphoproteome - Treeck et al 2011	V-type proton ATPase subunit C, putative	
PF3D7_0106100	phospoprot	Phosphoproteome	V-type proton ATPase subunit C, putative	
PF3D7_0106100	PPM	Transporters of the plasma membrane	V-type proton ATPase subunit C, putative	
PF3D7_0106100	phosph_Pease	Phosphoproteome - Pease et al 2013	V-type proton ATPase subunit C, putative	
PF3D7_0106100	Ca_homeost	The homeostasis of Ca2+ in malaria parasites	V-type proton ATPase subunit C, putative	
PF3D7_0106100	prot_ATP	Proteins with ATPase activity	V-type proton ATPase subunit C, putative	
PF3D7_0106100	nucle_prote	Nuclear proteome	V-type proton ATPase subunit C, putative	
PF3D7_0106100	ATP_synt	ATP synthase complex	V-type proton ATPase subunit C, putative	
PF3D7_0106100	gene_coma	Genes for which expression is significantly correlated with coma score	V-type proton ATPase subunit C, putative	
PF3D7_0106100	acidocalcisome	The acidocalcisome	V-type proton ATPase subunit C, putative	
PF3D7_0106100	transporters	Genes coding for transport proteins	V-type proton ATPase subunit C, putative	
PF3D7_0106100	ERGolgiVacuole	Transporters of the ER/Golgi and digestive vacuole membranes	V-type proton ATPase subunit C, putative	
PF3D7_0106100	phRegulation	pH regulation in the parasite cytosol	V-type proton ATPase subunit C, putative	
PF3D7_0106300	transporters	Genes coding for transport proteins	calcium-transporting ATPase, ATP6	
PF3D7_0106300	art_moa	Postulated artemisinins' modes of action	calcium-transporting ATPase, ATP6	
PF3D7_0106300	phosphopr	The phosphoproteome of Plasmodium falciparum infected RBCs	calcium-transporting ATPase, ATP6	
PF3D7_0106300	res_antimal	Molecular markers of resistance to antimalarial drugs	calcium-transporting ATPase, ATP6	
PF3D7_0106300	phosph_treeck	Phosphoproteome - Treeck et al 2011	calcium-transporting ATPase, ATP6	
PF3D7_0106300	SR25	Putative role of PfSR25 in activation of Ca2+ signaling and stress survival	calcium-transporting ATPase, ATP6	
PF3D7_0106300	PKG	Protein kinase G-dependent phosphorylation in schizonts	calcium-transporting ATPase, ATP6	
PF3D7_0106300	ER_mito	Functions of the ER-Mitochondrial contacts	calcium-transporting ATPase, ATP6	
PF3D7_0106300	phosph_Pease	Phosphoproteome - Pease et al 2013	calcium-transporting ATPase, ATP6	
PF3D7_0106300	phospho_mero	Phosphoproteome of the merozoite	calcium-transporting ATPase, ATP6	
PF3D7_0106300	prot_protease	Protein-protein associations involving proteases	calcium-transporting ATPase, ATP6	
PF3D7_0106300	phosph_Lasonder	Phosphoproteome - Lasonder et al 2011	calcium-transporting ATPase, ATP6	
PF3D7_0106300	cAMP_sign	Activation of the calcium and cAMP signaling pathway by melatonin	calcium-transporting ATPase, ATP6	
PF3D7_0106300	Ca_homeost	The homeostasis of Ca2+ in malaria parasites	calcium-transporting ATPase, ATP6	
PF3D7_0106300	ERGolgiVacuole	Transporters of the ER/Golgi and digestive vacuole membranes	calcium-transporting ATPase, ATP6	
PF3D7_0106300	sign_mach	Signaling machinery in malaria parasites	calcium-transporting ATPase, ATP6	
PF3D7_0106300	phosph_Collins	Phosphoproteome - Collins et al 2014	calcium-transporting ATPase, ATP6	
PF3D7_0106300	Acet_prot	Lysine acetylated proteins	calcium-transporting ATPase, ATP6	
PF3D7_0106300	phospoprot	Phosphoproteome	calcium-transporting ATPase, ATP6	
PF3D7_0106400	phospoprot	Phosphoproteome	pre-rRNA-processing protein TSR2, putative	
PF3D7_0106400	cel_cycle_prot	Cell cycle compartment assocation between P. falciparum cell cycle perturbed transcriptomes	pre-rRNA-processing protein TSR2, putative	
PF3D7_0106400	rRNAstruct	Structure and processing of pre rRNA	pre-rRNA-processing protein TSR2, putative	
PF3D7_0106400	phosph_Lasonder	Phosphoproteome - Lasonder et al 2011	pre-rRNA-processing protein TSR2, putative	
PF3D7_0106700	nuclearGenes	Nuclear genes with mitochondrial signal sequences	small ribosomal subunit assembling AARP2 protein asparagine and aspartate rich protein 2	
PF3D7_0106700	40S_assemb_path	Pre-ribosomal particles along the 40S assembly pathway	small ribosomal subunit assembling AARP2 protein asparagine and aspartate rich protein 2	
PF3D7_0106700	phosph_treeck	Phosphoproteome - Treeck et al 2011	small ribosomal subunit assembling AARP2 protein asparagine and aspartate rich protein 2	
PF3D7_0106700	prot_protease	Protein-protein associations involving proteases	small ribosomal subunit assembling AARP2 protein asparagine and aspartate rich protein 2	
PF3D7_0106700	phosph_Pease	Phosphoproteome - Pease et al 2013	small ribosomal subunit assembling AARP2 protein asparagine and aspartate rich protein 2	
PF3D7_0106700	drCDC_unk	Network analysis of drCDC-UNK proteins and their potential protein interactions	small ribosomal subunit assembling AARP2 protein asparagine and aspartate rich protein 2	
PF3D7_0106700	phospoprot	Phosphoproteome	small ribosomal subunit assembling AARP2 protein asparagine and aspartate rich protein 2	
PF3D7_0106700	Ribosomegenes	Genes coding for components involved in ribosome assembly	small ribosomal subunit assembling AARP2 protein asparagine and aspartate rich protein 2	
PF3D7_0106700	riboMaturation	Maturation and export of 60S and 40S ribosomal subunits	small ribosomal subunit assembling AARP2 protein asparagine and aspartate rich protein 2	
PF3D7_0106700	phospho_mero	Phosphoproteome of the merozoite	small ribosomal subunit assembling AARP2 protein asparagine and aspartate rich protein 2	
PF3D7_0106800	prot_prot_traf	Genes coding for protein traffic related proteins	ras-related protein Rab-5C	
PF3D7_0106800	rabCycle	Rab cycle	ras-related protein Rab-5C	
PF3D7_0106800	endos_mat	Endosome maturation	ras-related protein Rab-5C	
PF3D7_0106800	prenyl_prot	Prenylated proteins	ras-related protein Rab-5C	
PF3D7_0106800	palmito	Total palmitome of Plasmodium falciparum	ras-related protein Rab-5C	
PF3D7_0106800	rab_prots	Rab proteins	ras-related protein Rab-5C	
PF3D7_0106800	Rab_PIP	Shared themes in cascading Rab and phosphoinositide pathways	ras-related protein Rab-5C	
PF3D7_0106800	PIP_Rab	Intracellular distribution of phosphoinositides and small GTPases involved in membrane traffic	ras-related protein Rab-5C	
PF3D7_0106800	PIS_traff	Phosphoinositides and membrane traffic	ras-related protein Rab-5C	
PF3D7_0106800	rabIntracellular	Rab and other proteins involved in intracellular traffic	ras-related protein Rab-5C	
PF3D7_0106900	api_prot	The proteome of the apicoplast	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase, putative	
PF3D7_0106900	isoprenoidmetpath	Isoprenoids metabolism	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase, putative	
PF3D7_0106900	enz_imp	Single Gene/enzyme deletions predicted to cause impairment of metabolic networks	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase, putative	
PF3D7_0107000	Acet_prot	Lysine acetylated proteins	centrin-1	
PF3D7_0107000	RNA_Seq	Alternative splicing events confirmed by RNA-Seq	centrin-1	
PF3D7_0107000	flagel	Putative flagellar proteins	centrin-1	
PF3D7_0107000	nucle_prote	Nuclear proteome	centrin-1	
PF3D7_0107000	coli_orth	Functional orthologs of known cell cycle proteins in E. coli	centrin-1	
PF3D7_0107000	mitoticCentro	Structure of the mitotic centrosome	centrin-1	
PF3D7_0107000	nitrosylatedProt	S-nitrosylated proteins	centrin-1	
PF3D7_0107000	Centriole	Centriole proteins	centrin-1	
PF3D7_0107200	transc_prot	Transcription associated proteins implicated in the transcriptional machinery	carbon catabolite repressor protein 4, putative	
PF3D7_0107200	P_body	Encoded proteins that could be constituents of P-bodies	carbon catabolite repressor protein 4, putative	
PF3D7_0107200	Phos_tmd_exprs	Phosphatome - Phosphatases of Plasmodium falciparum	carbon catabolite repressor protein 4, putative	
PF3D7_0107200	transcr_prot	Transcription related proteins encoding genes	carbon catabolite repressor protein 4, putative	
PF3D7_0107200	CCR4	CCR4 - NOT complex	carbon catabolite repressor protein 4, putative	
PF3D7_0107300	exportome	Exportome - compiled from various sources	conserved plasmodium protein, unknown function	
PF3D7_0107300	virulence	Candidate genes related to virulence	conserved plasmodium protein, unknown function	
PF3D7_0107500	Acet_prot	Lysine acetylated proteins	npc1-related protein, putative	
PF3D7_0107500	phosph_treeck	Phosphoproteome - Treeck et al 2011	npc1-related protein, putative	
PF3D7_0107500	cAMP_stage	Differentially expressed genes in different stages treated with cAMP	npc1-related protein, putative	
PF3D7_0107500	phospho_mero	Phosphoproteome of the merozoite	npc1-related protein, putative	
PF3D7_0107500	phosph_Collins	Phosphoproteome - Collins et al 2014	npc1-related protein, putative	
PF3D7_0107500	phospoprot	Phosphoproteome	npc1-related protein, putative	
PF3D7_0107500	palmito	Total palmitome of Plasmodium falciparum	npc1-related protein, putative	
PF3D7_0107500	phosph_Lasonder	Phosphoproteome - Lasonder et al 2011	npc1-related protein, putative	
PF3D7_0107500	transporters	Genes coding for transport proteins	npc1-related protein, putative	
PF3D7_0107500	phosph_Pease	Phosphoproteome - Pease et al 2013	npc1-related protein, putative	
PF3D7_0107500	ERGolgiVacuole	Transporters of the ER/Golgi and digestive vacuole membranes	npc1-related protein, putative	
PF3D7_0107600	fMet_rule	Eukaryotic fMet/N-End Rule Pathway	serine/threonine protein kinase, putative	
PF3D7_0107600	Phtase_1	Interactome of the Ser/Thr Protein Phosphatase type 1	serine/threonine protein kinase, putative	
PF3D7_0107600	phosphorylation	Protein phosphorylation	serine/threonine protein kinase, putative	
PF3D7_0107600	Protein_kinases	Protein kinase coding genes	serine/threonine protein kinase, putative	
PF3D7_0107700	glyc_biosynth	N-glycans biosynthesis	ost3/ost6 domain-containing protein, putative	
PF3D7_0107800	phosph_Collins	Phosphoproteome - Collins et al 2014	double-strand break repair protein MRE11	
PF3D7_0107800	ExcisionRepairTab	Genes involved in DNA repair	double-strand break repair protein MRE11	
PF3D7_0107800	stal_fork	Processing or protecting stalled replication forks	double-strand break repair protein MRE11	
PF3D7_0107800	dsbRecomb	Double strand break repair and homologous recombination	double-strand break repair protein MRE11	
PF3D7_0107800	protdom_phospha	Proteins with conserved phosphatase related superfamily domains	double-strand break repair protein MRE11	
PF3D7_0107800	phospoprot	Phosphoproteome	double-strand break repair protein MRE11	
PF3D7_0107800	phosph_treeck	Phosphoproteome - Treeck et al 2011	double-strand break repair protein MRE11	
PF3D7_0107800	Phos_tmd_exprs	Phosphatome - Phosphatases of Plasmodium falciparum	double-strand break repair protein MRE11	
PF3D7_0107800	DNAgenes	Genes coding for enzymes/proteins involved in DNA replication	double-strand break repair protein MRE11	
PF3D7_0108000	transl_regul	Transcripts translationally regulated in asexual blood stages	proteasome subunit beta type-3, putative	
PF3D7_0108000	coli_orth	Functional orthologs of known cell cycle proteins in E. coli	proteasome subunit beta type-3, putative	
PF3D7_0108000	proteases	Peptidases and proteases	proteasome subunit beta type-3, putative	
PF3D7_0108000	prot_protease	Protein-protein associations involving proteases	proteasome subunit beta type-3, putative	
PF3D7_0108000	highest_mRNA	Highest expressed genes based on mRNA abundance	proteasome subunit beta type-3, putative	
PF3D7_0108000	proteaUbiqpath	Proteasome-mediated proteolysis of ubiquinated proteins	proteasome subunit beta type-3, putative	
PF3D7_0108000	proteasome_new	Genes coding for components of the proteasome degradation machinery & their timed transcription	proteasome subunit beta type-3, putative	
PF3D7_0108000	gluth_prot	S-Glutathionylated proteins	proteasome subunit beta type-3, putative	
PF3D7_0108300	Interac_prot	Important interacting proteins	conserved Plasmodium protein, unknown function	
PF3D7_0108300	prot_protease	Protein-protein associations involving proteases	conserved Plasmodium protein, unknown function	
PF3D7_0108400	oxidativefolding	Oxidative protein folding in the endoplasmic reticulum	mitochondrial carrier protein, putative	
PF3D7_0108400	mitochonApico	Transporters of the mitochondrial and apicoplast membranes	mitochondrial carrier protein, putative	
PF3D7_0108400	transporters	Genes coding for transport proteins	mitochondrial carrier protein, putative	
PF3D7_0108400	nuclearGenes	Nuclear genes with mitochondrial signal sequences	mitochondrial carrier protein, putative	
PF3D7_0108500	most_abund	The 35 most abundant proteins	conserved Plasmodium protein, unknown function	
PF3D7_0108700	api_prot	The proteome of the apicoplast	secreted ookinete protein, putative	
PF3D7_0108700	Interac_prot	Important interacting proteins	secreted ookinete protein, putative	
PF3D7_0108700	phospoprot	Phosphoproteome	secreted ookinete protein, putative	
PF3D7_0108700	gene_coma	Genes for which expression is significantly correlated with coma score	secreted ookinete protein, putative	
